dataset,run,seed,method,short_name,mode,factor,effective_interval_min,t_onset,t_fail,max_lead_hours,lead_time_hours,detection_delay_hours,far_preonset_pct,lead_norm,vlt_legacy_hours,far_legacy_pct,valid_alarm,n_test_windows,window_rows,persistence_windows,window_floored,control,onset_method,onset_indicator,feature_mode
Ferrara,E1,42,RMS-Trend (kσ),rms_trend,aggregate,1,0.08,2024-01-01 06:44:40,2024-01-01 06:49:40,0.08,0.03611111111111111,0.04722222222222222,0.0,0.4333333333333333,0.03611111111111111,0.0,True,393,10,3,False,False,terminal,pca1,load_pipeline (invariant)
Ferrara,E1,42,3σ Rule (σ=3.0),three_sigma,aggregate,1,0.08,2024-01-01 06:44:40,2024-01-01 06:49:40,0.08,0.08472222222222223,,0.2617801047120419,1.0166666666666668,0.08472222222222223,0.0,True,393,10,3,False,False,terminal,pca1,load_pipeline (invariant)
Ferrara,E1,42,"EWMA (λ=0.2, k=3.0)",ewma,aggregate,1,0.08,2024-01-01 06:44:40,2024-01-01 06:49:40,0.08,0.08472222222222223,,0.2617801047120419,1.0166666666666668,0.08472222222222223,0.0,True,393,10,3,False,False,terminal,pca1,load_pipeline (invariant)
Ferrara,E1,42,"CUSUM (k=0.5, h=5.0)",cusum,aggregate,1,0.08,2024-01-01 06:44:40,2024-01-01 06:49:40,0.08,0.07083333333333333,0.0125,0.0,0.85,0.07083333333333333,0.0,True,393,10,3,False,False,terminal,pca1,load_pipeline (invariant)
Ferrara,E1,42,Hotelling T²,hotelling_t2,aggregate,1,0.08,2024-01-01 06:44:40,2024-01-01 06:49:40,0.08,0.08472222222222223,,0.2617801047120419,1.0166666666666668,0.08472222222222223,0.0,True,393,10,3,False,False,terminal,pca1,load_pipeline (invariant)
Ferrara,E1,42,Isolation Forest,isolation_forest,aggregate,1,0.08,2024-01-01 06:44:40,2024-01-01 06:49:40,0.08,0.08472222222222223,,0.2617801047120419,1.0166666666666668,0.08472222222222223,0.0,True,393,10,3,False,False,terminal,pca1,load_pipeline (invariant)
Ferrara,E1,42,Deep SVDD,deep_svdd,aggregate,1,0.08,2024-01-01 06:44:40,2024-01-01 06:49:40,0.08,0.0,,0.0,0.0,0.0,0.0,False,393,10,3,False,False,terminal,pca1,load_pipeline (invariant)
Ferrara,E1,42,LSTM-Autoencoder,lstm_ae,aggregate,1,0.08,2024-01-01 06:44:40,2024-01-01 06:49:40,0.08,2.286111111111111,,8.115183246073299,27.433333333333334,2.286111111111111,0.0,True,393,10,3,False,False,terminal,pca1,load_pipeline (invariant)
Ferrara,E1,42,TCN-Autoencoder,tcn,aggregate,1,0.08,2024-01-01 06:44:40,2024-01-01 06:49:40,0.08,2.2930555555555556,,30.36649214659686,27.51666666666667,2.2930555555555556,0.0,False,393,10,3,False,False,terminal,pca1,load_pipeline (invariant)
Ferrara,E1,42,Transformer-AD,transformer_ad,aggregate,1,0.08,2024-01-01 06:44:40,2024-01-01 06:49:40,0.08,2.286111111111111,,4.18848167539267,27.433333333333334,2.286111111111111,0.0,True,393,10,3,False,False,terminal,pca1,load_pipeline (invariant)
