dataset,method,short_name,percentile,lead_time_hours_mean,lead_time_hours_std,far_preonset_pct_mean,far_preonset_pct_std,far_preonset_pct_min,far_preonset_pct_max,valid_frac,n_runs,dagger,any_run_within_budget
IMS,LSTM-Autoencoder,lstm_ae,95.0,199.60518518518518,136.13515366039707,87.81204111600589,21.110164027638298,63.436123348017624,100.0,0.0,3,True,False
IMS,LSTM-Autoencoder,lstm_ae,99.0,193.9940740740741,127.6828816718062,82.15859030837005,30.902228064554855,46.47577092511013,100.0,0.0,3,True,False
IMS,LSTM-Autoencoder,lstm_ae,99.5,93.5774074074074,53.76248531803582,62.001067948204515,50.888761063918416,4.185022026431718,100.0,0.3333333333333333,3,True,True
IMS,TCN-Autoencoder,tcn,95.0,185.36074074074074,137.20649838087985,82.63249232412228,16.975007526045097,66.07929515418502,100.0,0.0,3,True,False
IMS,TCN-Autoencoder,tcn,99.0,183.1385185185185,134.1171626653322,79.9341431940551,20.734405250284034,58.590308370044056,100.0,0.0,3,True,False
IMS,TCN-Autoencoder,tcn,99.5,180.36074074074077,129.58981960821822,74.42753526453967,29.554697494911228,42.070484581497794,100.0,0.0,3,True,False
IMS,Transformer-AD,transformer_ad,95.0,183.97185185185185,136.0248594760283,81.05370889511859,18.72648020383197,62.55506607929515,100.0,0.0,3,True,False
IMS,Transformer-AD,transformer_ad,99.0,181.7496296296296,133.47899238389135,79.18123970987408,20.925920885582727,58.14977973568281,100.0,0.0,3,True,False
IMS,Transformer-AD,transformer_ad,99.5,178.6940740740741,128.48522416049255,71.98593868197393,32.36038152228102,36.56387665198238,100.0,0.0,3,True,False
