dataset,run,gap,gap_seed,method,short_name,lead,far_preonset_pct,valid
XJTU-SY,Bearing2_1,0.05,101,3σ Rule (σ=3.0),three_sigma,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.05,101,"EWMA (λ=0.2, k=3.0)",ewma,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.05,101,"CUSUM (k=0.5, h=5.0)",cusum,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.05,101,Hotelling T²,hotelling_t2,1.5833333333333333,25.0,False
XJTU-SY,Bearing2_1,0.05,101,Isolation Forest,isolation_forest,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.05,102,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_1,0.05,102,3σ Rule (σ=3.0),three_sigma,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.05,102,"EWMA (λ=0.2, k=3.0)",ewma,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.05,102,"CUSUM (k=0.5, h=5.0)",cusum,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.05,102,Hotelling T²,hotelling_t2,1.5,21.875,False
XJTU-SY,Bearing2_1,0.05,102,Isolation Forest,isolation_forest,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.05,103,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_1,0.05,103,3σ Rule (σ=3.0),three_sigma,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.05,103,"EWMA (λ=0.2, k=3.0)",ewma,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.05,103,"CUSUM (k=0.5, h=5.0)",cusum,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.05,103,Hotelling T²,hotelling_t2,1.5,21.875,False
XJTU-SY,Bearing2_1,0.05,103,Isolation Forest,isolation_forest,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.05,104,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_1,0.05,104,3σ Rule (σ=3.0),three_sigma,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.05,104,"EWMA (λ=0.2, k=3.0)",ewma,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.05,104,"CUSUM (k=0.5, h=5.0)",cusum,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.05,104,Hotelling T²,hotelling_t2,1.5,21.875,False
XJTU-SY,Bearing2_1,0.05,104,Isolation Forest,isolation_forest,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.05,105,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_1,0.05,105,3σ Rule (σ=3.0),three_sigma,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.05,105,"EWMA (λ=0.2, k=3.0)",ewma,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.05,105,"CUSUM (k=0.5, h=5.0)",cusum,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.05,105,Hotelling T²,hotelling_t2,1.5,21.875,False
XJTU-SY,Bearing2_1,0.05,105,Isolation Forest,isolation_forest,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.2,101,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_1,0.2,101,3σ Rule (σ=3.0),three_sigma,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.2,101,"EWMA (λ=0.2, k=3.0)",ewma,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.2,101,"CUSUM (k=0.5, h=5.0)",cusum,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.2,101,Hotelling T²,hotelling_t2,1.5,21.875,False
XJTU-SY,Bearing2_1,0.2,101,Isolation Forest,isolation_forest,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.2,102,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_1,0.2,102,3σ Rule (σ=3.0),three_sigma,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.2,102,"EWMA (λ=0.2, k=3.0)",ewma,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.2,102,"CUSUM (k=0.5, h=5.0)",cusum,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.2,102,Hotelling T²,hotelling_t2,1.5833333333333333,25.0,False
XJTU-SY,Bearing2_1,0.2,102,Isolation Forest,isolation_forest,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.2,103,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_1,0.2,103,3σ Rule (σ=3.0),three_sigma,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.2,103,"EWMA (λ=0.2, k=3.0)",ewma,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.2,103,"CUSUM (k=0.5, h=5.0)",cusum,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.2,103,Hotelling T²,hotelling_t2,1.4166666666666667,18.75,False
XJTU-SY,Bearing2_1,0.2,103,Isolation Forest,isolation_forest,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.2,104,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_1,0.2,104,3σ Rule (σ=3.0),three_sigma,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.2,104,"EWMA (λ=0.2, k=3.0)",ewma,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.2,104,"CUSUM (k=0.5, h=5.0)",cusum,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.2,104,Hotelling T²,hotelling_t2,1.5,21.875,False
XJTU-SY,Bearing2_1,0.2,104,Isolation Forest,isolation_forest,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.2,105,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_1,0.2,105,3σ Rule (σ=3.0),three_sigma,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.2,105,"EWMA (λ=0.2, k=3.0)",ewma,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.2,105,"CUSUM (k=0.5, h=5.0)",cusum,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_1,0.2,105,Hotelling T²,hotelling_t2,1.5,18.75,False
XJTU-SY,Bearing2_1,0.2,105,Isolation Forest,isolation_forest,0.6666666666666666,3.125,True
XJTU-SY,Bearing2_2,0.0,-1,RMS-Trend (kσ),rms_trend,0.0,,False
XJTU-SY,Bearing2_2,0.0,-1,3σ Rule (σ=3.0),three_sigma,0.0,,False
XJTU-SY,Bearing2_2,0.0,-1,"EWMA (λ=0.2, k=3.0)",ewma,0.9166666666666666,,True
XJTU-SY,Bearing2_2,0.0,-1,"CUSUM (k=0.5, h=5.0)",cusum,0.8333333333333334,,True
XJTU-SY,Bearing2_2,0.0,-1,Hotelling T²,hotelling_t2,1.0833333333333333,,True
XJTU-SY,Bearing2_2,0.0,-1,Isolation Forest,isolation_forest,0.0,,False
XJTU-SY,Bearing2_2,0.05,101,RMS-Trend (kσ),rms_trend,0.0,,False
XJTU-SY,Bearing2_2,0.05,101,3σ Rule (σ=3.0),three_sigma,0.0,,False
XJTU-SY,Bearing2_2,0.05,101,"EWMA (λ=0.2, k=3.0)",ewma,0.9166666666666666,,True
XJTU-SY,Bearing2_2,0.05,101,"CUSUM (k=0.5, h=5.0)",cusum,0.9166666666666666,,True
XJTU-SY,Bearing2_2,0.05,101,Hotelling T²,hotelling_t2,1.0833333333333333,,True
XJTU-SY,Bearing2_2,0.05,101,Isolation Forest,isolation_forest,0.0,,False
XJTU-SY,Bearing2_2,0.05,102,RMS-Trend (kσ),rms_trend,0.0,,False
XJTU-SY,Bearing2_2,0.05,102,3σ Rule (σ=3.0),three_sigma,0.25,,True
XJTU-SY,Bearing2_2,0.05,102,"EWMA (λ=0.2, k=3.0)",ewma,1.0,,True
XJTU-SY,Bearing2_2,0.05,102,"CUSUM (k=0.5, h=5.0)",cusum,0.9166666666666666,,True
XJTU-SY,Bearing2_2,0.05,102,Hotelling T²,hotelling_t2,1.0833333333333333,,True
XJTU-SY,Bearing2_2,0.05,102,Isolation Forest,isolation_forest,0.0,,False
XJTU-SY,Bearing2_2,0.05,103,RMS-Trend (kσ),rms_trend,0.0,,False
XJTU-SY,Bearing2_2,0.05,103,3σ Rule (σ=3.0),three_sigma,0.0,,False
XJTU-SY,Bearing2_2,0.05,103,"EWMA (λ=0.2, k=3.0)",ewma,0.9166666666666666,,True
XJTU-SY,Bearing2_2,0.05,103,"CUSUM (k=0.5, h=5.0)",cusum,0.8333333333333334,,True
XJTU-SY,Bearing2_2,0.05,103,Hotelling T²,hotelling_t2,1.0833333333333333,,True
XJTU-SY,Bearing2_2,0.05,103,Isolation Forest,isolation_forest,0.0,,False
XJTU-SY,Bearing2_2,0.05,104,RMS-Trend (kσ),rms_trend,0.0,,False
XJTU-SY,Bearing2_2,0.05,104,3σ Rule (σ=3.0),three_sigma,0.0,,False
XJTU-SY,Bearing2_2,0.05,104,"EWMA (λ=0.2, k=3.0)",ewma,0.9166666666666666,,True
XJTU-SY,Bearing2_2,0.05,104,"CUSUM (k=0.5, h=5.0)",cusum,0.9166666666666666,,True
XJTU-SY,Bearing2_2,0.05,104,Hotelling T²,hotelling_t2,1.0833333333333333,,True
XJTU-SY,Bearing2_2,0.05,104,Isolation Forest,isolation_forest,0.0,,False
XJTU-SY,Bearing2_2,0.05,105,RMS-Trend (kσ),rms_trend,0.0,,False
XJTU-SY,Bearing2_2,0.05,105,3σ Rule (σ=3.0),three_sigma,0.0,,False
XJTU-SY,Bearing2_2,0.05,105,"EWMA (λ=0.2, k=3.0)",ewma,0.9166666666666666,,True
XJTU-SY,Bearing2_2,0.05,105,"CUSUM (k=0.5, h=5.0)",cusum,0.9166666666666666,,True
XJTU-SY,Bearing2_2,0.05,105,Hotelling T²,hotelling_t2,1.0833333333333333,,True
XJTU-SY,Bearing2_2,0.05,105,Isolation Forest,isolation_forest,0.0,,False
XJTU-SY,Bearing2_2,0.2,101,RMS-Trend (kσ),rms_trend,0.0,,False
XJTU-SY,Bearing2_2,0.2,101,3σ Rule (σ=3.0),three_sigma,0.0,,False
XJTU-SY,Bearing2_2,0.2,101,"EWMA (λ=0.2, k=3.0)",ewma,0.9166666666666666,,True
XJTU-SY,Bearing2_2,0.2,101,"CUSUM (k=0.5, h=5.0)",cusum,0.9166666666666666,,True
XJTU-SY,Bearing2_2,0.2,101,Hotelling T²,hotelling_t2,1.0833333333333333,,True
XJTU-SY,Bearing2_2,0.2,101,Isolation Forest,isolation_forest,0.0,,False
XJTU-SY,Bearing2_2,0.2,102,RMS-Trend (kσ),rms_trend,0.0,,False
XJTU-SY,Bearing2_2,0.2,102,3σ Rule (σ=3.0),three_sigma,0.0,,False
XJTU-SY,Bearing2_2,0.2,102,"EWMA (λ=0.2, k=3.0)",ewma,1.0,,True
XJTU-SY,Bearing2_2,0.2,102,"CUSUM (k=0.5, h=5.0)",cusum,0.9166666666666666,,True
XJTU-SY,Bearing2_2,0.2,102,Hotelling T²,hotelling_t2,1.0833333333333333,,True
XJTU-SY,Bearing2_2,0.2,102,Isolation Forest,isolation_forest,0.0,,False
XJTU-SY,Bearing2_2,0.2,103,RMS-Trend (kσ),rms_trend,0.0,,False
XJTU-SY,Bearing2_2,0.2,103,3σ Rule (σ=3.0),three_sigma,0.0,,False
XJTU-SY,Bearing2_2,0.2,103,"EWMA (λ=0.2, k=3.0)",ewma,0.9166666666666666,,True
XJTU-SY,Bearing2_2,0.2,103,"CUSUM (k=0.5, h=5.0)",cusum,0.75,,True
XJTU-SY,Bearing2_2,0.2,103,Hotelling T²,hotelling_t2,1.0833333333333333,,True
XJTU-SY,Bearing2_2,0.2,103,Isolation Forest,isolation_forest,0.0,,False
XJTU-SY,Bearing2_2,0.2,104,RMS-Trend (kσ),rms_trend,0.0,,False
XJTU-SY,Bearing2_2,0.2,104,3σ Rule (σ=3.0),three_sigma,0.0,,False
XJTU-SY,Bearing2_2,0.2,104,"EWMA (λ=0.2, k=3.0)",ewma,0.9166666666666666,,True
XJTU-SY,Bearing2_2,0.2,104,"CUSUM (k=0.5, h=5.0)",cusum,0.8333333333333334,,True
XJTU-SY,Bearing2_2,0.2,104,Hotelling T²,hotelling_t2,1.0833333333333333,,True
XJTU-SY,Bearing2_2,0.2,104,Isolation Forest,isolation_forest,0.0,,False
XJTU-SY,Bearing2_2,0.2,105,RMS-Trend (kσ),rms_trend,0.0,,False
XJTU-SY,Bearing2_2,0.2,105,3σ Rule (σ=3.0),three_sigma,0.25,,True
XJTU-SY,Bearing2_2,0.2,105,"EWMA (λ=0.2, k=3.0)",ewma,1.0,,True
XJTU-SY,Bearing2_2,0.2,105,"CUSUM (k=0.5, h=5.0)",cusum,0.9166666666666666,,True
XJTU-SY,Bearing2_2,0.2,105,Hotelling T²,hotelling_t2,1.0833333333333333,,True
XJTU-SY,Bearing2_2,0.2,105,Isolation Forest,isolation_forest,0.0,,False
XJTU-SY,Bearing2_3,0.0,-1,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_3,0.0,-1,3σ Rule (σ=3.0),three_sigma,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.0,-1,"EWMA (λ=0.2, k=3.0)",ewma,3.45,0.0,True
XJTU-SY,Bearing2_3,0.0,-1,"CUSUM (k=0.5, h=5.0)",cusum,3.45,0.0,True
XJTU-SY,Bearing2_3,0.0,-1,Hotelling T²,hotelling_t2,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.0,-1,Isolation Forest,isolation_forest,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.05,101,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_3,0.05,101,3σ Rule (σ=3.0),three_sigma,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.05,101,"EWMA (λ=0.2, k=3.0)",ewma,3.45,0.0,True
XJTU-SY,Bearing2_3,0.05,101,"CUSUM (k=0.5, h=5.0)",cusum,3.45,0.0,True
XJTU-SY,Bearing2_3,0.05,101,Hotelling T²,hotelling_t2,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.05,101,Isolation Forest,isolation_forest,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.05,102,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_3,0.05,102,3σ Rule (σ=3.0),three_sigma,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.05,102,"EWMA (λ=0.2, k=3.0)",ewma,3.45,0.0,True
XJTU-SY,Bearing2_3,0.05,102,"CUSUM (k=0.5, h=5.0)",cusum,3.45,0.0,True
XJTU-SY,Bearing2_3,0.05,102,Hotelling T²,hotelling_t2,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.05,102,Isolation Forest,isolation_forest,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.05,103,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_3,0.05,103,3σ Rule (σ=3.0),three_sigma,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.05,103,"EWMA (λ=0.2, k=3.0)",ewma,3.45,0.0,True
XJTU-SY,Bearing2_3,0.05,103,"CUSUM (k=0.5, h=5.0)",cusum,3.45,0.0,True
XJTU-SY,Bearing2_3,0.05,103,Hotelling T²,hotelling_t2,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.05,103,Isolation Forest,isolation_forest,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.05,104,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_3,0.05,104,3σ Rule (σ=3.0),three_sigma,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.05,104,"EWMA (λ=0.2, k=3.0)",ewma,3.45,0.0,True
XJTU-SY,Bearing2_3,0.05,104,"CUSUM (k=0.5, h=5.0)",cusum,3.45,0.0,True
XJTU-SY,Bearing2_3,0.05,104,Hotelling T²,hotelling_t2,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.05,104,Isolation Forest,isolation_forest,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.05,105,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_3,0.05,105,3σ Rule (σ=3.0),three_sigma,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.05,105,"EWMA (λ=0.2, k=3.0)",ewma,3.45,0.0,True
XJTU-SY,Bearing2_3,0.05,105,"CUSUM (k=0.5, h=5.0)",cusum,3.45,0.0,True
XJTU-SY,Bearing2_3,0.05,105,Hotelling T²,hotelling_t2,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.05,105,Isolation Forest,isolation_forest,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.2,101,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_3,0.2,101,3σ Rule (σ=3.0),three_sigma,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.2,101,"EWMA (λ=0.2, k=3.0)",ewma,3.45,0.0,True
XJTU-SY,Bearing2_3,0.2,101,"CUSUM (k=0.5, h=5.0)",cusum,3.45,0.0,True
XJTU-SY,Bearing2_3,0.2,101,Hotelling T²,hotelling_t2,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.2,101,Isolation Forest,isolation_forest,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.2,102,RMS-Trend (kσ),rms_trend,0.36666666666666664,0.0,True
XJTU-SY,Bearing2_3,0.2,102,3σ Rule (σ=3.0),three_sigma,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.2,102,"EWMA (λ=0.2, k=3.0)",ewma,3.45,0.0,True
XJTU-SY,Bearing2_3,0.2,102,"CUSUM (k=0.5, h=5.0)",cusum,3.45,0.0,True
XJTU-SY,Bearing2_3,0.2,102,Hotelling T²,hotelling_t2,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.2,102,Isolation Forest,isolation_forest,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.2,103,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_3,0.2,103,3σ Rule (σ=3.0),three_sigma,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.2,103,"EWMA (λ=0.2, k=3.0)",ewma,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.2,103,"CUSUM (k=0.5, h=5.0)",cusum,3.45,0.0,True
XJTU-SY,Bearing2_3,0.2,103,Hotelling T²,hotelling_t2,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.2,103,Isolation Forest,isolation_forest,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.2,104,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_3,0.2,104,3σ Rule (σ=3.0),three_sigma,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.2,104,"EWMA (λ=0.2, k=3.0)",ewma,3.45,0.0,True
XJTU-SY,Bearing2_3,0.2,104,"CUSUM (k=0.5, h=5.0)",cusum,3.45,0.0,True
XJTU-SY,Bearing2_3,0.2,104,Hotelling T²,hotelling_t2,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.2,104,Isolation Forest,isolation_forest,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.2,105,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_3,0.2,105,3σ Rule (σ=3.0),three_sigma,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.2,105,"EWMA (λ=0.2, k=3.0)",ewma,3.45,0.0,True
XJTU-SY,Bearing2_3,0.2,105,"CUSUM (k=0.5, h=5.0)",cusum,3.45,0.0,True
XJTU-SY,Bearing2_3,0.2,105,Hotelling T²,hotelling_t2,3.533333333333333,100.0,False
XJTU-SY,Bearing2_3,0.2,105,Isolation Forest,isolation_forest,3.533333333333333,100.0,False
XJTU-SY,Bearing2_4,0.0,-1,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_4,0.0,-1,3σ Rule (σ=3.0),three_sigma,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.0,-1,"EWMA (λ=0.2, k=3.0)",ewma,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.0,-1,"CUSUM (k=0.5, h=5.0)",cusum,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.0,-1,Hotelling T²,hotelling_t2,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.0,-1,Isolation Forest,isolation_forest,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.05,101,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_4,0.05,101,3σ Rule (σ=3.0),three_sigma,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.05,101,"EWMA (λ=0.2, k=3.0)",ewma,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.05,101,"CUSUM (k=0.5, h=5.0)",cusum,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.05,101,Hotelling T²,hotelling_t2,0.0,0.0,False
XJTU-SY,Bearing2_4,0.05,101,Isolation Forest,isolation_forest,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.05,102,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_4,0.05,102,3σ Rule (σ=3.0),three_sigma,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.05,102,"EWMA (λ=0.2, k=3.0)",ewma,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.05,102,"CUSUM (k=0.5, h=5.0)",cusum,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.05,102,Hotelling T²,hotelling_t2,0.0,0.0,False
XJTU-SY,Bearing2_4,0.05,102,Isolation Forest,isolation_forest,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.05,103,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_4,0.05,103,3σ Rule (σ=3.0),three_sigma,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.05,103,"EWMA (λ=0.2, k=3.0)",ewma,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.05,103,"CUSUM (k=0.5, h=5.0)",cusum,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.05,103,Hotelling T²,hotelling_t2,0.0,0.0,False
XJTU-SY,Bearing2_4,0.05,103,Isolation Forest,isolation_forest,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.05,104,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_4,0.05,104,3σ Rule (σ=3.0),three_sigma,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.05,104,"EWMA (λ=0.2, k=3.0)",ewma,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.05,104,"CUSUM (k=0.5, h=5.0)",cusum,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.05,104,Hotelling T²,hotelling_t2,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.05,104,Isolation Forest,isolation_forest,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.05,105,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_4,0.05,105,3σ Rule (σ=3.0),three_sigma,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.05,105,"EWMA (λ=0.2, k=3.0)",ewma,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.05,105,"CUSUM (k=0.5, h=5.0)",cusum,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.05,105,Hotelling T²,hotelling_t2,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.05,105,Isolation Forest,isolation_forest,0.0,0.0,False
XJTU-SY,Bearing2_4,0.2,101,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_4,0.2,101,3σ Rule (σ=3.0),three_sigma,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.2,101,"EWMA (λ=0.2, k=3.0)",ewma,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.2,101,"CUSUM (k=0.5, h=5.0)",cusum,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.2,101,Hotelling T²,hotelling_t2,0.0,0.0,False
XJTU-SY,Bearing2_4,0.2,101,Isolation Forest,isolation_forest,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.2,102,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_4,0.2,102,3σ Rule (σ=3.0),three_sigma,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.2,102,"EWMA (λ=0.2, k=3.0)",ewma,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.2,102,"CUSUM (k=0.5, h=5.0)",cusum,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.2,102,Hotelling T²,hotelling_t2,0.0,0.0,False
XJTU-SY,Bearing2_4,0.2,102,Isolation Forest,isolation_forest,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.2,103,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_4,0.2,103,3σ Rule (σ=3.0),three_sigma,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.2,103,"EWMA (λ=0.2, k=3.0)",ewma,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.2,103,"CUSUM (k=0.5, h=5.0)",cusum,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.2,103,Hotelling T²,hotelling_t2,0.0,0.0,False
XJTU-SY,Bearing2_4,0.2,103,Isolation Forest,isolation_forest,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.2,104,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_4,0.2,104,3σ Rule (σ=3.0),three_sigma,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.2,104,"EWMA (λ=0.2, k=3.0)",ewma,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.2,104,"CUSUM (k=0.5, h=5.0)",cusum,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.2,104,Hotelling T²,hotelling_t2,0.0,0.0,False
XJTU-SY,Bearing2_4,0.2,104,Isolation Forest,isolation_forest,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.2,105,RMS-Trend (kσ),rms_trend,0.0,0.0,False
XJTU-SY,Bearing2_4,0.2,105,3σ Rule (σ=3.0),three_sigma,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.2,105,"EWMA (λ=0.2, k=3.0)",ewma,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.2,105,"CUSUM (k=0.5, h=5.0)",cusum,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.2,105,Hotelling T²,hotelling_t2,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_4,0.2,105,Isolation Forest,isolation_forest,0.26666666666666666,100.0,False
XJTU-SY,Bearing2_5,0.0,-1,RMS-Trend (kσ),rms_trend,0.0,,False
XJTU-SY,Bearing2_5,0.0,-1,3σ Rule (σ=3.0),three_sigma,2.3,,True
XJTU-SY,Bearing2_5,0.0,-1,"EWMA (λ=0.2, k=3.0)",ewma,2.3,,True
