dataset,run,alpha,empirical_far,n_preonset,n_cal,calibrated
ONGC,LPC,0.01,0.015632401705352912,2111,854,False
ONGC,LPC,0.02,0.030317385125532923,2111,854,False
ONGC,LPC,0.05,0.09568924680246328,2111,854,False
ONGC,LPC,0.1,0.19374703931785883,2111,854,False
ONGC,LPC,0.15,0.2700142112742776,2111,854,False
ONGC,LPC,0.2,0.33159639981051636,2111,854,False
