timestamp,hours_from_start,health_indicator
2023-11-09 00:31:50,13.122222,-0.981168
2023-11-09 00:32:00,13.125,-0.955324
2023-11-09 00:32:11,13.128056,-0.955324
2023-11-09 00:32:21,13.130833,-0.85195
2023-11-09 00:32:30,13.133333,-0.981168
2023-11-09 00:32:40,13.136111,-0.774419
2023-11-09 00:32:51,13.139167,-0.722732
2023-11-09 00:33:00,13.141667,-0.438453
2023-11-09 00:33:10,13.144444,-0.205862
2023-11-09 00:33:21,13.1475,-0.386766
2023-11-09 00:33:31,13.150278,-0.154174
2023-11-09 00:33:40,13.152778,-0.154174
2023-11-09 00:33:50,13.155556,0.311009
2023-11-09 00:34:01,13.158611,0.543601
2023-11-09 00:34:10,13.161111,0.181792
2023-11-09 00:34:20,13.163889,0.155948
2023-11-09 00:34:31,13.166944,0.414383
2023-11-09 00:34:41,13.169722,0.259322
2023-11-09 00:34:50,13.172222,0.02673
2023-11-09 00:35:00,13.175,0.285166
2023-11-09 00:35:11,13.178056,0.155948
2023-11-09 00:35:21,13.180833,0.104261
2023-11-09 00:35:30,13.183333,-0.076644
2023-11-09 00:35:41,13.186389,-0.180018
2023-11-09 00:35:51,13.189167,-0.154174
2023-11-09 00:36:00,13.191667,-0.283392
2023-11-09 00:36:10,13.194444,-0.464297
2023-11-09 00:36:21,13.1975,-0.438453
2023-11-09 00:36:31,13.200278,-0.515984
2023-11-09 00:36:40,13.202778,-0.309236
2023-11-09 00:36:51,13.205833,-0.541827
2023-11-09 00:37:01,13.208611,-0.309236
2023-11-09 00:37:10,13.211111,-0.360923
2023-11-09 00:37:20,13.213889,-0.386766
2023-11-09 00:37:31,13.216944,-0.257549
2023-11-09 00:37:41,13.219722,-0.386766
2023-11-09 00:37:50,13.222222,-0.154174
2023-11-09 00:38:00,13.225,-0.205862
2023-11-09 00:38:11,13.228056,-0.309236
2023-11-09 00:38:20,13.230556,-0.231705
2023-11-09 00:38:30,13.233333,-0.41261
2023-11-09 00:38:41,13.236389,-0.205862
2023-11-09 00:38:51,13.239167,-0.128331
2023-11-09 00:39:00,13.241667,-0.076644
2023-11-09 00:39:10,13.244444,-0.283392
2023-11-09 00:39:21,13.2475,-0.283392
2023-11-09 00:39:30,13.25,-0.309236
2023-11-09 00:39:40,13.252778,-0.386766
2023-11-09 00:39:51,13.255833,-0.335079
2023-11-09 00:40:01,13.258611,-0.438453
2023-11-09 00:40:10,13.261111,-0.464297
2023-11-09 00:40:20,13.263889,-0.205862
2023-11-09 00:40:31,13.266944,-0.386766
2023-11-09 00:40:41,13.269722,-0.257549
2023-11-09 00:40:50,13.272222,-0.180018
2023-11-09 00:41:01,13.275278,-0.231705
2023-11-09 00:41:11,13.278056,-0.386766
2023-11-09 00:41:20,13.280556,-0.360923
2023-11-09 00:41:30,13.283333,-0.283392
2023-11-09 00:41:41,13.286389,-0.309236
2023-11-09 00:41:51,13.289167,-0.464297
2023-11-09 00:42:00,13.291667,-0.438453
2023-11-09 00:42:11,13.294722,-0.515984
2023-11-09 00:42:21,13.2975,-0.41261
2023-11-09 00:42:30,13.3,-0.386766
2023-11-09 00:42:40,13.302778,-0.128331
2023-11-09 00:42:51,13.305833,-0.283392
2023-11-09 00:43:01,13.308611,-0.102487
2023-11-09 00:43:10,13.311111,-0.076644
2023-11-09 00:43:20,13.313889,-0.283392
2023-11-09 00:43:31,13.316944,-0.154174
2023-11-09 00:43:40,13.319444,-0.024957
2023-11-09 00:43:50,13.322222,-0.102487
2023-11-09 00:44:01,13.325278,0.02673
2023-11-09 00:44:11,13.328056,0.130104
2023-11-09 00:44:20,13.330556,-0.360923
2023-11-09 00:44:30,13.333333,-0.205862
2023-11-09 00:44:41,13.336389,-0.257549
2023-11-09 00:44:50,13.338889,-0.309236
2023-11-09 00:45:00,13.341667,-0.205862
2023-11-09 00:45:11,13.344722,-0.102487
2023-11-09 00:45:21,13.3475,-0.102487
2023-11-09 00:45:30,13.35,-0.257549
2023-11-09 00:45:40,13.352778,-0.309236
2023-11-09 00:45:51,13.355833,0.000887
2023-11-09 00:46:00,13.358333,-0.024957
2023-11-09 00:46:10,13.361111,0.130104
2023-11-09 00:46:21,13.364167,0.207635
2023-11-09 00:46:31,13.366944,0.104261
2023-11-09 00:46:40,13.369444,-0.205862
2023-11-09 00:46:50,13.372222,-0.024957
2023-11-09 00:47:01,13.375278,-0.283392
2023-11-09 00:47:11,13.378056,-0.386766
2023-11-09 00:47:20,13.380556,-0.205862
2023-11-09 00:47:31,13.383611,-0.205862
2023-11-09 00:47:41,13.386389,-0.283392
2023-11-09 00:47:50,13.388889,-0.41261
2023-11-09 00:48:00,13.391667,-0.283392
2023-11-09 00:48:11,13.394722,-0.41261
2023-11-09 00:48:21,13.3975,-0.41261
2023-11-09 00:48:30,13.4,-0.541827
2023-11-09 00:48:41,13.403056,-0.619358
2023-11-09 00:48:51,13.405833,-0.49014
2023-11-09 00:49:00,13.408333,-0.49014
2023-11-09 00:49:10,13.411111,-0.41261
2023-11-09 00:49:21,13.414167,-0.619358
2023-11-09 00:49:31,13.416944,-0.386766
