dataset,run,t_start,t_train_end,t_onset,t_fail,n_samples,interval_s,health_indicator,onset_method,sigma_k,persistence,gap_tol,max_lead_hours
ONGC,LPC,2023-11-08 11:24:30,2023-11-11 10:34:10,2023-11-13 03:44:01,2023-11-13 09:46:00,42698,10.0,rms_kurt,terminal,4.0,5,10,6.0331
