run,kind,method,sigma_k,onset,onset_pct,max_lead_hours,run_span_hours
Bearing1_1,rms_mean,terminal,3.0,2011-01-01 04:47:20,61.527480371163456,2.9944444444444445,7.783333333333333
Bearing1_1,rms_mean,terminal,4.0,2011-01-01 05:20:40,68.66523911491791,2.438888888888889,7.783333333333333
Bearing1_1,rms_mean,terminal,5.0,2011-01-01 06:21:50,81.76302640970735,1.4194444444444445,7.783333333333333
Bearing1_1,rms_mean,sigma,3.0,2011-01-01 05:04:50,65.27480371163455,2.702777777777778,7.783333333333333
Bearing1_1,rms_mean,sigma,4.0,2011-01-01 05:36:00,71.94860813704497,2.183333333333333,7.783333333333333
Bearing1_1,rms_mean,sigma,5.0,2011-01-01 06:22:40,81.94147037830122,1.4055555555555554,7.783333333333333
Bearing1_1,rms_mean,cusum,3.0,2011-01-01 00:00:00,0.0,7.783333333333333,7.783333333333333
Bearing1_1,rms_mean,cusum,4.0,2011-01-01 00:00:00,0.0,7.783333333333333,7.783333333333333
Bearing1_1,rms_mean,cusum,5.0,2011-01-01 00:00:00,0.0,7.783333333333333,7.783333333333333
Bearing1_1,rms_max,terminal,3.0,2011-01-01 05:20:40,68.66523911491791,2.438888888888889,7.783333333333333
Bearing1_1,rms_max,terminal,4.0,2011-01-01 05:46:50,74.26837972876517,2.0027777777777778,7.783333333333333
Bearing1_1,rms_max,terminal,5.0,2011-01-01 06:21:50,81.76302640970735,1.4194444444444445,7.783333333333333
Bearing1_1,rms_max,sigma,3.0,2011-01-01 05:24:00,69.37901498929337,2.3833333333333333,7.783333333333333
Bearing1_1,rms_max,sigma,4.0,2011-01-01 05:54:20,75.87437544610992,1.8777777777777778,7.783333333333333
Bearing1_1,rms_max,sigma,5.0,2011-01-01 06:11:20,79.51463240542469,1.5944444444444446,7.783333333333333
Bearing1_1,rms_max,cusum,3.0,2011-01-01 00:00:00,0.0,7.783333333333333,7.783333333333333
Bearing1_1,rms_max,cusum,4.0,2011-01-01 00:00:00,0.0,7.783333333333333,7.783333333333333
Bearing1_1,rms_max,cusum,5.0,2011-01-01 00:00:00,0.0,7.783333333333333,7.783333333333333
Bearing1_1,rms_kurt,terminal,3.0,2011-01-01 06:37:20,85.08208422555317,1.1611111111111112,7.783333333333333
Bearing1_1,rms_kurt,terminal,4.0,2011-01-01 07:09:10,91.89864382583869,0.6305555555555555,7.783333333333333
Bearing1_1,rms_kurt,terminal,5.0,2011-01-01 07:18:40,93.9329050678087,0.4722222222222222,7.783333333333333
Bearing1_1,rms_kurt,sigma,3.0,2011-01-01 06:50:00,87.79443254817987,0.95,7.783333333333333
Bearing1_1,rms_kurt,sigma,4.0,2011-01-01 07:00:40,90.0785153461813,0.7722222222222223,7.783333333333333
Bearing1_1,rms_kurt,sigma,5.0,2011-01-01 07:37:50,98.03711634546752,0.1527777777777778,7.783333333333333
Bearing1_1,rms_kurt,cusum,3.0,2011-01-01 00:01:20,0.28551034975017847,7.761111111111111,7.783333333333333
Bearing1_1,rms_kurt,cusum,4.0,2011-01-01 00:01:20,0.28551034975017847,7.761111111111111,7.783333333333333
Bearing1_1,rms_kurt,cusum,5.0,2011-01-01 00:01:20,0.28551034975017847,7.761111111111111,7.783333333333333
Bearing1_1,pca1,terminal,3.0,2011-01-01 07:18:10,93.82583868665239,0.48055555555555557,7.783333333333333
Bearing1_1,pca1,terminal,4.0,2011-01-01 07:33:10,97.0378301213419,0.23055555555555557,7.783333333333333
Bearing1_1,pca1,terminal,5.0,2011-01-01 07:36:50,97.8229835831549,0.16944444444444445,7.783333333333333
Bearing1_1,pca1,sigma,3.0,2011-01-01 07:28:40,96.07423269093505,0.3055555555555556,7.783333333333333
Bearing1_1,pca1,sigma,4.0,2011-01-01 07:38:00,98.0728051391863,0.15,7.783333333333333
