dataset,short_name,method,PH_best_raw_lead_h,L_tau05_h,L_tau10_h,L_tau20_h,valid_at_tau10
IMS,one_class_svm,One-Class SVM (nu=0.05),180.24962962962965,0.0,0.0,0.0,False
