alpha,empirical_far_mean,empirical_far_std,n_runs,calibrated
0.01,0.6822916666666666,0.49308367486326965,6,False
0.02,0.6822916666666666,0.49308367486326965,6,False
0.05,0.6822916666666666,0.49308367486326965,6,False
0.1,0.8958333333333334,0.25515518153991434,6,False
0.15,0.8958333333333334,0.25515518153991434,6,False
0.2,0.8958333333333334,0.25515518153991434,6,False
