alpha,empirical_far_mean,empirical_far_std,n_runs,calibrated
0.01,0.24940150402705466,0.42436876249948846,3,False
0.02,0.2560094335424732,0.41886801863327067,3,False
0.05,0.28943176255951586,0.46368307773900175,3,False
0.1,0.32541271748320205,0.4574752095375559,3,False
0.15,0.44876295999644017,0.35673841965088726,3,False
0.2,0.4693209629332977,0.33968910497649574,3,False
